x,y,z,roll,pitch,yaw,thumb,fore,index,ring,receiver values,word
-0.429688,0.390625,-0.039062,0.083333,-1,-1,0,0,0.25,0.5, 0x3F,why
-0.390625,0.390625,-0.039062,0.083333,-1,-1,0,0.25,0.5,0.5, 0x3F,why
-0.351562,0.398438,-0.046875,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.296875,0.40625,-0.046875,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.265625,0.40625,-0.039062,0.083333,-1,-1,0,0.75,0.75,0.5, 0x3F,why
-0.21875,0.382812,-0.039062,0,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.164062,0.390625,-0.03125,0.083333,-1,-1,0,0.75,0.5,0.75, 0x3F,why
-0.125,0.367188,-0.023438,0.083333,-1,-1,0.25,0.75,0.5,0.5, 0x3F,why
-0.085938,0.34375,-0.015625,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.070312,0.296875,-0.007812,0,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.0625,0.242188,-0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.054688,0.210938,0,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.039062,0.179688,0,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.03125,0.148438,0,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.039062,0.109375,0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.0625,0.101562,0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.046875,0.085938,0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.054688,0.085938,0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.03125,0.070312,0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.039062,0.0625,0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.03125,0.054688,0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.023438,0.054688,0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.023438,0.054688,0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.015625,0.054688,0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.015625,0.046875,0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
-0.015625,0.046875,0.007812,0.083333,-1,-1,0,0.75,0.5,0.5, 0x3F,why
0,0,0,0,-1,-1,0.25,0.5,0.75,0.75, 0x3F,love
0,0,0,0,-1,-1,0.25,0.5,0.75,0.5, 0x3F,love
0.015625,0,0,0,-1,-1,0.25,0.25,0.5,0.25, 0x3F,love
0.03125,0,0,0.083333,-1,-1,0.25,0.25,0.25,0.25, 0x3F,love
0.03125,0,0,0.083333,-1,-1,0.25,0,0,0.75, 0x3F,love
0.015625,0.023438,0,0.083333,-1,-1,0.25,0,0,0, 0x3F,love
0,0.085938,0,0.166667,-1,-1,0.25,0,0,0, 0x3F,love
-0.046875,0.117188,-0.007812,0.166667,-1,-1,0.25,0,0,0, 0x3F,love
-0.125,0.164062,-0.007812,0.25,-1,-1,0.25,0,0,0, 0x3F,love
-0.1875,0.21875,-0.007812,0.25,-1,-1,0.25,0,0,0, 0x3F,love
-0.203125,0.257812,0,0.166667,-1,-1,0.25,0,0,0, 0x3F,love
-0.304688,0.375,0.015625,0,-1,-1,0.25,0,0,0, 0x3F,love
-0.742188,0.085938,0.046875,0.25,-1,-1,0.25,0,0,0, 0x3F,love
-0.59375,0.289062,0.070312,0.083333,-1,-1,0.25,0,0,0, 0x2F,love
-0.507812,0.390625,0.078125,0.25,-1,-1,0.25,0,0,0, 0x2F,love
-0.71875,0.1875,0.085938,0.25,-1,-1,0.25,0,0,0, 0x2F,love
-0.601562,0.296875,0.085938,0.166667,-1,-1,0.25,0,0,0, 0x2F,love
-0.570312,0.351562,0.09375,0.25,-1,-1,0.25,0,0,0, 0x2F,love
-0.570312,0.375,0.09375,0.25,-1,-1,0.25,0,0,0, 0x2E,love
-0.570312,0.3125,0.09375,0.25,-1,-1,0.25,0,0,0, 0x27,love
-0.15625,0.28125,0.09375,0.083333,-1,-1,0.25,0,0,0, 0x3F,love
-0.34375,0.242188,0.117188,0.916667,-1,-1,0.25,0,0,0, 0x3F,love
-0.664062,0.242188,0.09375,0.916667,-1,-1,0.25,0,0,0, 0x2F,love
-0.546875,0.242188,0.0625,0,-1,-1,0.25,0.25,0.25,0, 0x3F,love
-0.445312,0.304688,0.03125,0,-1,-1,0.25,0.5,0.25,0, 0x3F,love
-0.4375,0.34375,0.015625,0,-1,-1,0.25,0.75,0.75,0.25, 0x37,love
-0.234375,0.351562,0,0,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
-0.179688,0.3125,0,0.083333,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
-0.109375,0.273438,0,0.083333,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
-0.03125,0.234375,0,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,love
0.023438,0.1875,0,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,love
0.046875,0.164062,0.007812,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,love
0.046875,0.101562,0.007812,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,love
0.078125,0.015625,0.015625,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,love
0.085938,-0.023438,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,love
0.085938,-0.039062,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,love
0.085938,-0.03125,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,love
0.078125,-0.039062,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,love
0.085938,-0.03125,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,love
0.09375,-0.03125,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,love
0.078125,-0.015625,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
0.09375,-0.03125,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
0.09375,-0.03125,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
0.09375,-0.03125,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
0.09375,-0.03125,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
0.09375,-0.03125,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
0.101562,-0.039062,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
0.085938,-0.023438,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
0.101562,-0.039062,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
0.101562,-0.039062,0.023438,0.083333,-1,-1,0.25,0.75,0.75,0.5, 0x3F,love
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0.007812,0,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0,0,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0.015625,0,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0.015625,-0.007812,0,0.083333,-1,-1,0.25,0.5,0.5,0.75, 0x3F,danger
0.007812,-0.015625,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0.039062,-0.015625,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0.046875,-0.007812,0,0.083333,-1,-1,0.25,0.5,0,0.75, 0x3F,danger
0.0625,0,-0.007812,0.083333,-1,-1,0.25,0.25,0,0.75, 0x3F,danger
0.085938,0.015625,-0.023438,0.083333,-1,-1,0.25,0.25,0,0.75, 0x3F,danger
0.117188,0.039062,-0.03125,0.083333,-1,-1,0.25,0,0,0, 0x3F,danger
0.148438,0.070312,-0.046875,0.166667,-1,-1,0.25,0,0,0, 0x3F,danger
0.140625,0.101562,-0.054688,0.166667,-1,-1,0.25,0,0,0, 0x3F,danger
0.101562,0.140625,-0.070312,0.166667,-1,-1,0.25,0,0,0, 0x3F,danger
0.078125,0.226562,-0.078125,0.25,-1,-1,0.25,0,0,0, 0x3F,danger
0.039062,0.335938,-0.085938,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
0,0.46875,-0.085938,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.039062,0.601562,-0.078125,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.085938,0.664062,-0.070312,0.166667,-1,-1,0.25,0,0,0, 0x3F,danger
-0.140625,0.742188,-0.0625,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.148438,0.828125,-0.054688,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.171875,0.890625,-0.046875,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.226562,0.929688,-0.039062,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.359375,0.90625,-0.03125,0.25,-1,-1,0.25,0,0,0, 0x3E,danger
-0.390625,0.875,-0.03125,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.734375,0.1875,-0.007812,0.25,-1,-1,0.25,0,0,0, 0x3F,danger
-0.632812,0.8125,0,0.25,-1,-1,0.25,0,0,0, 0x2F,danger
-0.65625,0.84375,0.007812,0.25,-1,-1,0.25,0,0,0, 0x2F,danger
-0.664062,0.828125,0.015625,0.25,-1,-1,0.25,0,0,0, 0x2F,danger
-0.84375,0.46875,0,0.25,-1,-1,0.25,0,0,0, 0x3F,danger
-0.78125,0.703125,-0.007812,0.25,-1,-1,0.25,0,0,0, 0x3F,danger
-0.640625,0.789062,-0.023438,0.25,-1,-1,0.25,0,0,0, 0x3F,danger
-0.492188,0.859375,-0.03125,0.25,-1,-1,0.25,0,0,0, 0x3F,danger
-0.414062,0.9375,-0.03125,0.25,-1,-1,0.25,0,0,0, 0x3E,danger
-0.304688,0.945312,-0.03125,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.257812,0.9375,-0.023438,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.203125,0.953125,-0.023438,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.203125,0.945312,-0.023438,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.226562,0.953125,-0.023438,0.416667,-1,-1,0.25,0,0,0, 0x3F,danger
-0.15625,0.90625,-0.023438,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.265625,0.90625,-0.023438,0.416667,-1,-1,0.25,0,0,0, 0x3F,danger
-0.40625,0.84375,-0.023438,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.554688,0.6875,-0.015625,0.333333,-1,-1,0.25,0,0,0, 0x3F,danger
-0.632812,0.625,-0.015625,0.25,-1,-1,0.25,0,0,0, 0x3F,danger
-0.71875,0.53125,-0.007812,0.25,-1,-1,0.25,0,0,0, 0x3F,danger
-0.703125,0.515625,-0.015625,0.166667,-1,-1,0.25,0,0,0, 0x3F,danger
-0.71875,0.523438,-0.015625,0.166667,-1,-1,0.25,0,0,0, 0x3F,danger
-0.75,0.5625,-0.015625,0.166667,-1,-1,0.25,0.25,0,0.5, 0x2F,danger
-0.710938,0.460938,-0.023438,0.166667,-1,-1,0.25,0.75,0.5,0.75, 0x3D,danger
-0.664062,0.546875,-0.03125,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.585938,0.609375,-0.039062,0.25,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.546875,0.617188,-0.046875,0.25,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.460938,0.625,-0.054688,0.25,-1,-1,0.25,0.75,0.75,0.75, 0x37,danger
-0.453125,0.617188,-0.054688,0.166667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.414062,0.625,-0.0625,0.166667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.382812,0.59375,-0.0625,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.390625,0.5625,-0.0625,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.34375,0.570312,-0.0625,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.320312,0.539062,-0.0625,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.28125,0.515625,-0.0625,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.242188,0.507812,-0.0625,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.195312,0.445312,-0.054688,0.916667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.171875,0.4375,-0.054688,0.916667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.125,0.390625,-0.046875,0.916667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.101562,0.382812,-0.039062,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.0625,0.335938,-0.03125,0.916667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.0625,0.320312,-0.023438,0.916667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.039062,0.296875,-0.015625,0.916667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
-0.023438,0.273438,-0.007812,0.916667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0,0.242188,-0.007812,0.916667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0.007812,0.226562,0,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0.015625,0.195312,0,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0.015625,0.15625,0,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0.023438,0.140625,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0.023438,0.132812,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0.015625,0.109375,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0.007812,0.09375,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0,0.078125,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0,0.070312,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0.007812,0.078125,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0,0.0625,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0,0.078125,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0.015625,0.046875,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0.015625,0.054688,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0.03125,0.0625,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0.023438,0.0625,0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,danger
0,0,0,0,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
0,0,0,0,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
0,0,0,0.083333,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
0,0,0,0.083333,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
0,-0.007812,0,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
0,-0.015625,0,0.166667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
0.015625,0.007812,0,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
0,-0.015625,0,0.166667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
0,-0.015625,-0.007812,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.015625,0,-0.015625,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.046875,0.023438,-0.03125,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.078125,0.070312,-0.039062,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.117188,0.09375,-0.054688,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.203125,0.164062,-0.0625,0.166667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.304688,0.226562,-0.070312,0.25,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.359375,0.289062,-0.0625,0.25,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.476562,0.3125,-0.054688,0.333333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.476562,0.234375,-0.046875,0.333333,-1,-1,0.25,0.75,0.75,0.75, 0x35,innocent
-0.648438,0.34375,-0.023438,0.333333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.601562,0.4375,-0.007812,0.333333,-1,-1,0.25,0.75,0.75,0.75, 0x2F,innocent
-0.6875,0.4375,0,0.333333,-1,-1,0.25,0.75,0.75,0.75, 0x2F,innocent
-0.710938,0.4375,0,0.333333,-1,-1,0.25,0.75,0.75,0.75, 0x2F,innocent
-0.679688,0.445312,0,0.166667,-1,-1,0.25,0.75,0.75,0.75, 0x2F,innocent
-0.710938,0.5,0,0.333333,-1,-1,0.25,0.75,0.75,0.75, 0x2F,innocent
-0.65625,0.4375,0,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.710938,0.476562,0,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x2F,innocent
-0.671875,0.710938,0,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x2F,innocent
-0.6875,0.492188,0.007812,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x2F,innocent
-0.695312,0.476562,0.007812,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x2F,innocent
-0.757812,0.492188,0.007812,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x2F,innocent
-0.6875,0.421875,0.007812,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x2F,innocent
-0.71875,0.359375,0,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x2F,innocent
-0.71875,0.3125,0,0.916667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.679688,0.34375,-0.015625,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.578125,0.359375,-0.03125,0.166667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.507812,0.367188,-0.046875,0.166667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.421875,0.367188,-0.046875,0.166667,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.335938,0.34375,-0.054688,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.203125,0.304688,-0.054688,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3E,innocent
-0.226562,0.265625,-0.046875,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.164062,0.28125,-0.046875,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.101562,0.226562,-0.039062,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.070312,0.1875,-0.03125,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.039062,0.171875,-0.023438,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.046875,0.132812,-0.015625,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.039062,0.085938,-0.015625,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.007812,0.0625,-0.007812,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
0,0.023438,0,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
0,0.015625,0,0,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.015625,0,0,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.015625,0.015625,0,0.083333,-1,-1,0.25,0.75,0.75,0.75, 0x3F,innocent
-0.015625,0.007812,0,0.083333,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
-0.015625,0,0,0.083333,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
-0.015625,0.007812,0,0.083333,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
-0.023438,0,0,0,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
-0.007812,0,0,0,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
-0.03125,0.007812,0,0,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
-0.015625,-0.007812,0,0.083333,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
-0.03125,0,0,0.083333,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
-0.007812,-0.015625,0,0.083333,-1,-1,0.25,0.75,0.5,0.75, 0x3F,innocent
0.015625,0,0,0,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.007812,0,0,0,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.023438,0.007812,0,0,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.007812,0,0,0.083333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.046875,0.039062,0,0.083333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.085938,0.0625,0,0,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.117188,0.101562,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.125,0.164062,-0.023438,0.083333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.171875,0.257812,-0.03125,0.083333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.203125,0.335938,-0.039062,0.083333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.21875,0.4375,-0.046875,0.166667,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.203125,0.507812,-0.0625,0.166667,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.179688,0.617188,-0.070312,0.083333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.140625,0.710938,-0.070312,0.333333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0.085938,0.78125,-0.070312,0.25,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
0,0.820312,-0.070312,0.333333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
-0.046875,0.851562,-0.0625,0.333333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
-0.171875,0.875,-0.054688,0.333333,-1,-1,0.25,0.5,0,0.25, 0x3E,forget
-0.164062,0.898438,-0.046875,0.333333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
-0.234375,0.898438,-0.039062,0.416667,-1,-1,0.25,0.5,0,0, 0x3F,forget
-0.234375,0.898438,-0.039062,0.416667,-1,-1,0.25,0.25,0,0, 0x3F,forget
-0.226562,0.945312,-0.046875,0.333333,-1,-1,0.25,0,0,0, 0x3F,forget
-0.21875,0.929688,-0.054688,0.333333,-1,-1,0.25,0,0,0, 0x3F,forget
-0.203125,0.929688,-0.054688,0.416667,-1,-1,0.25,0,0,0, 0x3F,forget
-0.21875,0.921875,-0.054688,0.583333,-1,-1,0.25,0,0,0, 0x3F,forget
-0.210938,0.945312,-0.054688,0.333333,-1,-1,0.25,0,0,0, 0x3F,forget
-0.210938,0.882812,-0.0625,0.333333,-1,-1,0.25,0,0,0, 0x3F,forget
-0.210938,0.890625,-0.0625,0.333333,-1,-1,0.25,0.25,0,0, 0x3F,forget
-0.1875,0.859375,-0.0625,0.333333,-1,-1,0.25,0.25,0,0, 0x3F,forget
-0.171875,0.835938,-0.0625,0.333333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
-0.148438,0.773438,-0.070312,0.25,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.101562,0.726562,-0.070312,0.166667,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
-0.0625,0.695312,-0.070312,0.25,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
-0.03125,0.617188,-0.070312,0.083333,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
-0.007812,0.546875,-0.0625,0.083333,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
0.007812,0.476562,-0.054688,0,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
0.023438,0.414062,-0.046875,0,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
0.03125,0.351562,-0.039062,0,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
0.039062,0.304688,-0.03125,0,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
0.015625,0.265625,-0.023438,0,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
0,0.234375,-0.023438,0,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
-0.015625,0.203125,-0.015625,0.166667,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
-0.015625,0.15625,-0.015625,0,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
-0.007812,0.148438,-0.007812,0,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.015625,0.132812,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.03125,0.085938,-0.007812,0,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.039062,0.046875,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.070312,0.007812,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.25, 0x3F,forget
-0.070312,-0.007812,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.054688,-0.007812,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.046875,-0.007812,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.070312,-0.015625,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.078125,-0.023438,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.078125,-0.023438,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.054688,0,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.085938,-0.023438,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.085938,-0.023438,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.070312,-0.007812,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.078125,-0.023438,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
-0.078125,-0.023438,-0.007812,0.083333,-1,-1,0.25,0.75,0,0.5, 0x3F,forget
-0.078125,-0.023438,-0.007812,0.083333,-1,-1,0.25,0.5,0,0.5, 0x3F,forget
